START	END	STRAND	Lelandais log2 chip-seq 2
399220	400026	+	0.7497328902400843
400611	400291	-	0.5983830164834777
400841	401804	+	0.3119440063147403
403596	402070	-	0.1812403146701465
405814	404063	-	0.7767233034039407
406133	407488	+	0.2826389637733052
408064	409188	+	0.7422022425323531
409523	410077	+	1.2354485741618944
410626	411423	+	1.1661334222799382
412849	411674	-	1.0573331750659516
415297	413588	-	0.7642862001657181
416202	415933	-	-0.0379678501990205
416929	418848	+	0.7642862001657181
419951	422110	+	0.0
424289	422355	-	1.5501970825604796
425058	426212	+	1.5501970825604796
427929	426571	-	1.3113588531771752
429121	429771	+	1.3113588531771752
431114	429936	-	0.717600269299275
431881	431519	-	0.42021773838452386
432158	432625	+	0.717600269299275
433577	435544	+	0.5229528384457315
436143	436925	+	-0.7412657315998318
437546	440842	+	0.7571434761038365
442089	444401	+	-0.10030490579568535
445333	445085	-	-0.0864147518174732
447271	447876	+	0.2461605872693978
448336	448238	-	0.6987313756787307
448806	449897	+	0.6987313756787307
450575	453700	+	0.7232906572691296
454151	455479	+	-0.015596855051018503
456156	457241	+	-0.4111954329844497
459218	457590	-	0.6316125940199775
460515	460159	-	0.04222823538929746
461930	462304	+	0.04222823538929746
463513	462716	-	-0.014075185211722786
465912	464302	-	-1.0
467238	469040	+	0.8135868757691187
469655	470452	+	-0.2630344058337938
472251	470791	-	0.017702001733459045
482956	484291	+	0.5787035102494738
2537	1701	-	0.39348135591239636
4408	1701	-	-3.4594316186372973
4408	3980	-	-3.4594316186372973
8880	8762	-	1.7529071380352277
10385	10615	+	-2.2016338611696504
11136	10582	-	0.42164023410309087
11470	12102	+	0.27207954543680074
13885	12803	-	-0.3822475641611743
16533	17825	+	-1.462971976342546
21441	18031	-	-2.0410272682600548
23184	22171	-	-1.1012833358371816
23693	24058	+	0.8520665708639971
24764	24498	-	0.30812229536233193
26584	28815	+	-0.2849769587144708
31504	32313	+	0.29639300278022485
33144	34118	+	1.0136749368970766
35991	38504	+	-0.43063435432986236
39894	38644	-	-0.13326653086346424
42677	44698	+	-0.5004289905094885
46124	45168	-	-0.6943737174417383
49506	48898	-	1.2523871616342852
51485	51682	+	1.3297054454790818
52916	54166	+	0.40621364889183764
55093	54266	-	0.12889773318225758
57681	55441	-	-0.012278329778436703
59640	58189	-	0.9538298185670739
61944	60373	-	1.4130098179318615
63358	63588	+	1.4130098179318615
63903	65153	+	-0.29834127456974646
65727	68165	+	0.4422223286050742
69912	68287	-	-0.13620438359831116
72197	70860	-	0.7297340249351304
73366	74454	+	0.7297340249351304
75256	74765	-	0.6374299206152918
75930	76898	+	0.7260772780234699
78005	77088	-	1.5769917896125767
80795	78387	-	3.5283789723547887
82808	81492	-	0.7986691941913818
83143	84327	+	0.7986691941913818
84713	85951	+	0.2916035580305647
86810	86229	-	1.6285894331214141
91330	93201	+	-0.7173610362266949
93733	93851	+	1.4095623692126926
96302	98530	+	-0.06790406450180364
99682	99050	-	0.9824416286156954
100472	101620	+	0.23181567522307372
103242	102067	-	0.3385246054180573
103561	105987	+	0.6893999109141504
107802	106216	-	1.1085244567781691
108965	109892	+	1.1085244567781691
112175	112864	+	0.6326289343514707
113262	112831	-	0.16600995143892933
113719	114279	+	0.16046467219324612
114832	118575	+	0.6166713604484945
118800	118728	-	1.5107379156994294
119648	120268	+	1.3570105540428075
122519	120462	-	1.176588731723323
126662	123330	-	0.9770388515566888
127374	128918	+	0.20881401483590736
129714	129208	-	3.304709023838655
131517	130216	-	0.7858751946471525
131812	132516	+	0.37928747432964194
132868	134892	+	0.7858751946471525
135422	136705	+	0.34330174567992944
137174	138283	+	0.8826430493618413
138826	143916	+	0.38187063534364446
144771	144100	-	0.2051144299046123
145132	145488	+	0.6724253419714956
146542	148740	+	0.2051144299046123
150934	148808	-	0.49595749466241135
153283	151250	-	2.076815597050831
153812	153740	-	2.547751421624084
156350	154275	-	0.3914249420568935
157245	159263	+	0.3914249420568935
161106	159373	-	0.05294887994895902
161784	162653	+	1.6418648919556333
163063	164673	+	1.1478986951123133
164975	165349	+	0.8115549105868897
166520	165648	-	0.38414349133306025
168662	166953	-	-0.7997013495141687
168976	170844	+	0.4694852833012202
172117	172341	+	0.43787747563695517
174521	172860	-	0.19539568895843049
175134	175709	+	0.19539568895843049
176316	179150	+	0.42968427524324515
180701	179403	-	0.5797822616154761
182677	181406	-	-1.3145106233248793
182894	183886	+	1.3504972470841332
184252	187614	+	-1.137503523749935
189792	187858	-	0.19417254768898973
191136	190333	-	1.4005379295837288
193610	191736	-	1.2152058807431787
194461	195798	+	1.2152058807431787
196785	195958	-	0.8039722826629521
197409	197529	+	0.8039722826629521
198831	200696	+	0.9099898342674051
201332	202123	+	1.0128240403575837
205617	202354	-	-0.14201900487242788
212784	206410	-	0.22986754189859437
213180	215003	+	0.9088521119418048
215538	215215	-	0.45943161863729726
216745	216053	-	0.4344028241457749
217341	219272	+	0.9322553933641659
220222	221760	+	0.5798915111737342
223743	222130	-	2.2460743403681085
227815	224663	-	1.7448707922515525
229624	228209	-	0.722466024471091
231172	230087	-	1.0069194139397906
232347	233921	+	1.0069194139397906
235075	234125	-	0.3174821898561702
236029	237771	+	0.6694587748079296
238507	239847	+	0.9104484150217076
240486	241424	+	1.1971918672113053
243497	241731	-	1.0655883416275769
244624	246171	+	1.0655883416275769
246796	247680	+	0.37136702762186724
250387	248795	-	3.447034592487829
250886	253363	+	3.447034592487829
254064	253495	-	0.3989895580469739
255316	256731	+	0.3989895580469739
258152	256863	-	1.2422009024166283
260722	258671	-	0.4100882833071105
264620	262590	-	0.0955776599822312
264963	265178	+	0.7398481026993275
265971	267707	+	0.0955776599822312
268987	267689	-	0.7524785935375305
270751	269303	-	-0.49667596830320115
274166	271482	-	-0.5908873346782616
276762	274984	-	0.4422223286050742
278657	278007	-	0.5275122285372563
281184	279334	-	0.8422087541935429
283910	282093	-	-1.3536369546147005
286753	284897	-	0.11805576152171224
289799	288006	-	-0.5570565041512717
293137	291248	-	0.02553509210713748
294927	296054	+	1.26960705975728
296198	297019	+	0.12085439487438568
298526	299725	+	1.4431298063081968
301443	302447	+	4.6371498672239655
305202	303112	-	0.31366047890376186
308585	306015	-	1.040930264054882
309417	309535	+	0.3590810933048283
312599	309816	-	0.4832090019204232
314195	313239	-	0.1578796597817192
314992	314690	-	-1.9772799234999165
316192	317667	+	-6.845490050944376
318516	318076	-	-0.42592581542158
319012	321624	+	-0.10535300014622866
322659	324521	+	0.7295481226037231
326083	324767	-	0.5145731728297582
327213	326446	-	0.605282485100752
327774	330068	+	0.5145731728297582
330838	335832	+	0.9589727317399452
340138	336071	-	-1.3439544012173614
343548	341791	-	0.3698380798487474
344626	343994	-	1.4470052279374797
348536	345399	-	0.9009202262919975
351431	349638	-	0.5393656342810456
352514	352675	+	0.5393656342810456
352819	353751	+	0.5393656342810456
354365	357430	+	-0.1507799521756091
358784	357525	-	0.8942905588288851
360640	359018	-	0.46036148978833413
360774	360983	+	1.0370893187352201
361572	362978	+	0.46036148978833413
363897	366863	+	0.5970353330217312
367614	369005	+	0.6050281237752617
369880	370695	+	1.8663215647680307
371461	372900	+	0.7166065065316272
373322	373214	-	0.3615551690080732
373956	375773	+	1.8989138748856855
376266	377177	+	0.38627850629742
378159	379157	+	0.49276880251141
380291	381814	+	0.8755014578821144
382395	382111	-	0.25338423580007446
383336	382452	-	0.6959938131099002
383602	384522	+	0.25338423580007446
384955	384701	-	1.1898245588800171
385192	386487	+	0.4001795405517307
386875	387465	+	0.2520632880127907
389759	387861	-	-0.5556979062159616
392331	390700	-	-1.1049695596015425
395181	393430	-	0.6565157617461902
397030	395822	-	0.6694587748079296
398111	397590	-	0.6918777046376682
399442	398402	-	2.5586758092008806
399907	399978	+	2.5586758092008806
400331	401164	+	2.5586758092008806
402517	401513	-	0.49520784796282724
402798	404498	+	0.83364161357788
407298	404713	-	0.6143463075022504
408700	409593	+	0.08246216019197297
412230	414932	+	0.6520766965796931
416601	415660	-	1.620712525670358
418361	417273	-	0.3942789391120465
420273	418678	-	0.7815764808664977
420544	422172	+	0.8204505796692875
422687	423979	+	0.7820949696558659
424411	425592	+	0.618909832644494
426747	425899	-	-0.2545728270855977
427594	431085	+	1.0068536710410625
431810	431271	-	0.4733708095951711
434227	432245	-	0.45536959331406196
435437	437254	+	0.45536959331406196
438208	437357	-	0.6646513893503162
438657	439061	+	0.6646513893503162
440751	439732	-	0.8828673664020023
441599	442552	+	0.5046747117635203
444333	443110	-	0.9725192635778931
445964	445179	-	0.5933747405373564
446314	446979	+	0.5598715197583256
450508	447218	-	0.5257232973464802
451123	451234	+	0.4694852833012202
452586	451396	-	0.513171817653146
453910	453356	-	0.7264349266740368
454297	455302	+	0.713695814843359
456995	455475	-	1.1565044856799906
458314	457409	-	1.2899557051490824
459394	460194	+	1.2899557051490824
460721	461980	+	0.4082162334228297
462676	463231	+	0.3980843659976467
468096	463474	-	0.41860411429903627
468917	470005	+	0.14438990933517493
475072	476955	+	-3.5145731728297585
479174	477939	-	0.6664439028597984
482563	480761	-	0.15842936260448298
482911	483807	+	-0.5531537624904801
484166	484636	+	0.15842936260448298
485118	485047	-	1.7865963618908067
486877	486950	+	1.9212458885855885
487186	491598	+	1.912283854378737
498198	501364	+	0.784271308944563
498198	498890	+	0.784271308944563
499977	500702	+	-0.11859802615538047
501047	501364	+	0.06882712412111457
4284	2137	-	1.0
12939	11626	-	-2.2064508774674265
15916	17538	+	-5.569855608330948
23710	18884	-	0.461580085215874
28113	28823	+	0.8998358380745681
29470	31620	+	0.06588793565645701
34077	32335	-	1.1549746599763409
34815	35165	+	0.8112383565448322
36599	35769	-	0.6899320603226987
37253	39814	+	0.6899320603226987
40815	42467	+	-0.2040138920215933
43086	43790	+	-0.6641327141547637
44712	44179	-	0.557481764299049
52360	45221	-	0.18442457113742758
53465	53079	-	-0.27085391029309314
54154	56700	+	0.28214322878149845
57175	59502	+	1.5360529002402097
61893	59854	-	0.2509615735332188
62224	63396	+	0.3942789391120465
63957	64904	+	0.6455692654253082
65389	66483	+	0.05794734920927949
66983	68512	+	0.2630344058337938
69396	71900	+	-0.05970624612426777
72387	73334	+	1.468448491994731
74667	74095	-	1.1246957474493144
77478	75028	-	0.5635253300588646
80435	78078	-	0.8402195559632307
81411	82193	+	0.8402195559632307
86130	88502	+	-0.18641312423088136
95044	95274	+	0.5827240285251567
96914	100018	+	0.1622714288988771
104419	106401	+	0.6585655907611543
104419	107905	+	0.6585655907611543
106556	107905	+	0.10951075791356299
114805	117915	+	-0.3673048884947421
119007	119954	+	0.642843416801656
120608	121681	+	0.19703684705955357
124712	121944	-	0.3446481713874458
127896	125743	-	1.2850430267675534
128629	129780	+	0.47804729680464414
134389	129884	-	0.6854893766751208
135794	134970	-	0.7014765094475813
136270	139602	+	1.0679040645018034
140060	140509	+	1.096215315259303
141275	142399	+	0.8055616402345533
145268	142575	-	0.6244908649077937
146471	148522	+	-0.7914133781885827
151177	148889	-	1.0195401863956453
154982	153063	-	-0.2089468902714964
156370	156618	+	-0.2089468902714964
159947	156930	-	0.9056726174518468
162501	160384	-	1.53513134476915
164613	162991	-	1.0
165241	166932	+	0.6818240399737453
167802	168512	+	0.920272807529266
169897	169232	-	1.6592011310130748
170694	171764	+	1.6592011310130748
172380	174038	+	1.7207162425211313
174618	175334	+	0.2872819520804712
175747	177162	+	0.3806040022149698
178411	177284	-	1.243271151012364
178695	182042	+	1.09412217736455
182799	182305	-	5.094147154555553
183722	185065	+	5.094147154555553
186123	185416	-	0.9068905956085185
187030	188487	+	0.9068905956085185
189049	188714	-	1.5463596614974087
190973	189501	-	0.7140911279136195
193387	191463	-	0.6724253419714956
196167	193730	-	0.5849625007211562
196299	199298	+	1.5347767435529394
201796	199487	-	0.39031506986761266
202488	202384	-	0.975477680865931
204122	202920	-	1.1731927152762234
204411	206528	+	1.2837929660005913
208511	206652	-	0.8237493603082728
208793	209806	+	0.8463768108867882
210919	209930	-	0.6508504363776133
211507	212958	+	0.6508504363776133
213539	213180	-	0.4001795405517307
213832	214629	+	1.657475000505524
215305	214712	-	0.06273575534796275
215564	216457	+	0.20461771960847175
219781	216905	-	-0.15898952376115677
220619	222061	+	0.4405725913859815
222418	223767	+	1.4188290784412179
225012	226457	+	0.90587782263545
227510	226767	-	0.30562628255826174
229955	228009	-	-0.3703684499451154
232967	230496	-	0.19417254768898973
233339	234424	+	0.03242147769237743
235732	234788	-	0.7605340653046107
236112	238672	+	1.3772354665664595
239122	238940	-	0.0
240083	239595	-	0.022542568651088227
240649	243621	+	0.0
246581	243792	-	0.2914628141603112
247493	248149	+	0.14235292341133057
248843	248397	-	0.7802187921200902
249146	249643	+	0.9634741239748861
253051	254007	+	0.2503233540842398
255761	257752	+	0.6548645139513125
259114	262965	+	-2.0911478880581953
263270	265585	+	0.7761039880731643
265852	267885	+	0.3131578852596303
268568	268789	+	-0.5767885692754561
270051	268999	-	0.5376567859427995
271385	270564	-	0.38434070205592746
272010	273524	+	0.7341885094956326
275081	273699	-	0.5936797178222651
275325	276191	+	-0.03170885972733815
276663	277250	+	0.5936797178222651
278147	277506	-	0.8819442384782875
279548	278430	-	0.6936687601636562
280107	281150	+	0.404983834614921
282197	283513	+	1.220198207923536
283844	284164	+	1.0766212816029124
284433	285572	+	-0.043230052061569275
287966	286017	-	1.7104933828050153
290289	291692	+	0.11805576152171224
294449	291780	-	0.6749046260339546
295005	297008	+	1.1387640699558519
297244	297864	+	0.7494565383494031
298152	299600	+	0.033683126256288595
300099	303182	+	1.1622714288988771
303460	304296	+	1.0626119772996787
304634	304563	-	0.1502426355806127
305020	306099	+	1.153474480661718
309744	306271	-	1.3454508177407862
310053	309980	-	0.2652386767605238
311018	310371	-	0.5629361943911573
311804	321130	+	0.2652386767605238
321831	322592	+	1.386416821339076
323072	323551	+	0.7155466105313005
325790	323832	-	-0.025995208532944576
328799	333745	+	1.1336784352319693
334443	333898	-	0.7286979781826057
335372	337555	+	0.7286979781826057
337923	338852	+	1.433986602079834
339146	341203	+	0.8548020844600644
340119	340352	+	1.0578440745722846
341752	343191	+	-0.505235308250422
343814	345310	+	0.7179646322361503
345878	345649	-	1.0
346533	347873	+	1.2640195168593615
348408	349031	+	1.0630097975258006
350385	349219	-	0.5346574188730907
353533	350846	-	0.3010022560328143
354541	354137	-	1.6355885737911242
356035	354713	-	0.671674133914487
358209	356203	-	-0.26065175452279976
360473	358731	-	1.0
360681	362612	+	1.084888897586513
364362	363172	-	1.0516621198224925
364698	365789	+	0.9267510179693614
366862	365996	-	-0.8996950942043146
369630	367135	-	1.7815149171223446
370244	370315	+	1.4471129654475843
372123	370762	-	-1.263034405833794
374122	374820	+	1.506737333415654
375249	374953	-	0.5769251816557379
376932	377003	+	1.790772037862
377164	377707	+	1.8308138948815933
378586	377957	-	0.5160151470036647
380268	379501	-	-0.8155754288625725
383397	381514	-	0.1825914132784729
385875	383989	-	-0.2906771609029226
388586	386673	-	-0.8804183842473275
391121	389250	-	0.49220535980130387
393798	391909	-	-0.15335077690679655
396512	394614	-	0.7802187921200902
399213	397303	-	0.12285674778553339
401596	399734	-	1.1844245711374275
402196	402124	-	1.1844245711374275
404382	403729	-	0.4689543927558038
405150	404740	-	0.13178987255554112
406014	406325	+	0.13178987255554112
407265	409343	+	1.1464860884774841
411019	409544	-	0.87560913776281
412104	411409	-	-0.6734991753228136
412698	413999	+	-0.6734991753228136
415602	414187	-	0.20881401483590736
416100	416924	+	0.37036844994511553
417857	417270	-	0.8930847960834882
419263	421515	+	1.4450322395766813
422097	422206	+	-0.22606807947984622
423677	423997	+	-1.53051471669878
424896	424507	-	-0.28010791919273537
426015	426410	+	-0.28010791919273537
428657	426906	-	1.5762715404571117
430028	429564	-	-0.26651497456875567
430892	431998	+	0.8387190929669394
433236	432406	-	2.29528125482162
433780	433699	-	2.29528125482162
434137	435000	+	2.29528125482162
435373	435900	+	1.0303736490435187
438381	436255	-	0.6955208758688548
439306	440046	+	0.6955208758688548
441140	440142	-	1.4875141606053373
441493	441601	+	1.510088881404511
441768	442580	+	1.4875141606053373
443318	442734	-	2.082287911137967
444197	443733	-	1.2851281766844107
445881	444934	-	0.3379964635150159
447874	447029	-	1.3306453119884714
450190	451014	+	0.7012866186883879
451489	451151	-	0.350281290936602
452697	452035	-	0.4222330006830478
453297	454178	+	0.4222330006830478
456360	454291	-	0.3103401206121505
457506	460847	+	0.3103401206121505
461278	461520	+	0.6044586763469534
462740	461628	-	-0.13464952669478183
465102	463054	-	0.3431445807970583
466732	465716	-	-0.40439025507933535
470856	467626	-	1.1549746599763409
473101	475341	+	0.6286838781504742
475910	479455	+	-0.22627585582367601
480117	481781	+	0.4922804982113043
484220	482106	-	0.4013625623817672
486159	484897	-	1.6438561897747248
489110	487842	-	1.145050332803283
492512	494419	+	1.0447383147652844
496133	494688	-	0.9586930258430865
496561	497988	+	0.8212345110638102
498337	500970	+	0.35176332442812547
501476	502549	+	0.8879733822658887
502777	503910	+	0.4295079820871769
504216	505970	+	0.7324145019350193
506270	508789	+	0.5586283529076937
509230	509829	+	0.02914634565951651
510471	512000	+	0.4753380095466579
514118	512277	-	0.4180651919764118
515623	515886	+	0.4180651919764118
517416	516403	-	0.739937160697497
517886	521224	+	1.1375035237499351
521838	521725	-	0.044394119358453436
524686	522565	-	0.4854268271702417
528599	530836	+	-0.9475325801058645
531914	530985	-	0.5569481245515597
533650	532337	-	1.2687480570281875
534398	535849	+	0.42626475470209796
536419	538278	+	-0.01393919095787373
541559	538455	-	-0.030057233856179894
553243	553584	+	-5.78135971352466
555325	557469	+	2.169925001442312
3588	3088	-	0.12863583802062262
5439	3088	-	-0.42968427524324526
5439	4567	-	-0.42968427524324526
17914	17042	-	0.7765617685120012
23693	25075	+	0.28950661719498505
27559	28710	+	-0.3491495636223867
29345	29914	+	0.8591374641601502
30268	31416	+	1.4744859643595867
32868	31657	-	0.12553088208385882
37583	39784	+	1.7078192485066896
40063	40146	+	2.0277449904829044
41436	42704	+	0.20353339408513216
45531	42946	-	0.18601198560994894
45775	46086	+	0.2145940507760408
46558	46316	-	-0.015941543869021503
50011	47786	-	0.27064758994366894
52798	52244	-	0.5779760704050493
55305	57443	+	-2.5501970825604796
59152	60543	+	1.6367239284108979
61050	62033	+	0.052151282051106786
64404	70649	+	-0.5421494171821831
71400	72689	+	0.7969081346224884
76083	72970	-	0.09463687413807527
77780	76764	-	0.09657325969505288
78622	79757	+	0.26126531298073813
80295	80084	-	0.2630344058337938
83028	80947	-	0.12199052437861024
85554	88889	+	0.87560913776281
90825	89194	-	0.9944404746580995
92625	92050	-	0.048094288201044895
93895	93272	-	1.070389327891398
94794	94612	-	0.6316125940199775
95715	96986	+	1.3025627700204314
98213	97236	-	0.6994908887475434
98589	99062	+	0.5224210346524433
101555	99696	-	0.5889980139563129
102218	102048	-	-1.2520632880127907
103438	102985	-	0.25218702359680145
103843	106263	+	0.25218702359680145
107208	106570	-	1.0411386947934864
108341	114283	+	1.0411386947934864
115802	114552	-	0.40406638145784074
117147	118073	+	0.40406638145784074
118878	121286	+	-0.2662800653374479
122993	121908	-	0.49749965947081687
125320	123851	-	1.0628877059553905
128554	125834	-	-0.015596855051018503
131713	129293	-	0.6874097696919739
131947	133464	+	0.19730144037361752
133799	134281	+	0.21150410519371185
135441	134536	-	1.7737241441763238
137409	136033	-	0.18727856819258037
137954	138646	+	1.6275543774456243
139960	138971	-	1.0608822421470225
140355	141038	+	1.503574173880501
142000	142191	+	2.8255022687678633
142618	143949	+	0.7788725459001297
145031	147070	+	1.7729761299319065
148620	149102	+	0.9193815397917154
151208	149562	-	0.22239242133644802
151997	155479	+	0.863183310369626
157459	155762	-	0.9165839918123625
157783	158664	+	0.9165839918123625
158990	160327	+	0.40053792958372886
160810	161253	+	0.8300749985576876
163480	161495	-	1.6381554398867495
164482	163802	-	3.754300205171483
165643	164750	-	1.139930261144475
166233	166616	+	0.8264637450053088
167365	166898	-	0.5749088360572332
167879	168781	+	-0.4675049191729794
169983	169066	-	-0.3959286763311392
171628	170546	-	-0.11664491885227049
173042	172035	-	-0.4395320611995925
176382	173338	-	0.047828525090615234
178279	176981	-	0.5572175102382521
179249	180025	+	0.8006911917765933
181279	180212	-	1.7031439270694704
181792	182544	+	0.1265324059289316
183156	188054	+	1.6856565003406292
188295	189578	+	0.3257701611817566
189933	197933	+	0.5336819957774629
198355	198122	-	1.7216511726895365
198685	198566	-	1.863183310369626
199161	200417	+	1.7216511726895365
201005	202012	+	1.156401557342567
203398	202712	-	3.4046955550573847
204175	204720	+	3.4046955550573847
205102	206787	+	1.8144443468439233
207419	209080	+	0.2326607567902751
209642	209430	-	1.5410191531335593
210353	209961	-	0.7441610955704102
210605	210919	+	1.5410191531335593
213378	211249	-	-0.3340686577595743
214357	215860	+	-0.18116975860993495
215065	215154	+	0.3073236819785906
218489	216204	-	2.9004643264490855
220477	219065	-	1.0170735133589415
221349	221579	+	1.0170735133589415
222174	221692	-	0.8142085930986667
222597	224330	+	0.15898952376115677
224941	228159	+	-0.5145731728297583
229223	228285	-	-0.767022828022386
230967	229504	-	0.6147098441152082
232229	233164	+	0.6147098441152082
236126	233487	-	-6.426264754702098
239213	237084	-	-0.6471189767837258
239710	242241	+	-0.3833286395515056
242706	244103	+	-0.42084312096004967
246328	244241	-	0.3013807174832766
247479	246787	-	-0.1401776580482603
247761	248318	+	0.3013807174832766
249984	248731	-	0.49118035440053925
250405	253020	+	0.49118035440053925
253496	256399	+	-1.9772799234999165
256901	257758	+	0.6693546880115288
260103	258073	-	-0.14684138832927116
261991	262422	+	-0.2602357724811205
263063	266116	+	-0.43812111239188506
267390	266641	-	0.24511249783653138
268327	269073	+	0.6304771599735249
