FEATURE_NAME	START	END	STRAND	Roetzer log2	Lelandais log2 Rep1	Lelandais log2 Rep2	Kuo log2 Rep1	Kuo log2 Rep2	Kuo log2 Rep3	Lelandais log2 Chip-Seq Rep1
CAGL0A00341g	33056.0	33625.0	+	-0.949816695	-0.6546904549738499	0.128853495381955	0.16742517598232298	0.1328771237954946	0.12058598984441113	0.5594274086140186
CAGL0A00363g	36349.0	33995.0	-	-0.58618457	0.60462167245627	0.459803195423954	1.5656247111204138	1.1098561765018677	0.7617181121576722	1.3929593338197792
CAGL0A00385g	40371.0	37162.0	-	0.386331395	0.37775132845245396	0.21012848278664398	0.6610636908825851	0.5006145638995256	0.7278344455898211	-0.5128127149653209
CAGL0A00407g	41556.0	42320.0	+	-0.524015838	0.161698782970202	-0.351110545870195	0.6610636908825851	0.5006145638995256	0.7278344455898211	-0.5128127149653209
CAGL0A00429g	44030.0	42636.0	-	-0.034833372	-0.0783480758607528	-0.00976978317490513	-0.09866126441815466	0.07374680370649954	-0.09866126441815466	0.2739227219765299
CAGL0A00451g	47557.0	50880.0	+	-0.09945093099999999	0.10753851523225899	-0.368687366480359	0.13852440155680304	0.17871973150494014	0.00398631371386472	0.8194277543581792
CAGL0A00473g	53497.0	51137.0	-	0.504317505	0.0627378569715609	-0.0114167721777185	0.7411221579693705	0.43583696604922195	0.7829784519649514	0.5501970825604795
CAGL0A00495g	57722.0	55014.0	-	-0.41900746	0.0184948862356357	0.19588518872834101	2.4183636530779995	2.755539354709067	1.1178288039295976	0.7281953845384741
CAGL0A00517g	58830.0	62198.0	+	-0.06200774	-0.548582824728964	0.213500680120233	2.4183636530779995	2.755539354709067	1.1178288039295976	0.5888045670155504
CAGL0A00539g	63225.0	62416.0	-	-0.09754357300000001	0.0575109445174776	-0.14344429732263	1.115503454263176	0.8773212098597525	0.49463509332872835	0.09494840405526273
CAGL0A00561g	64948.0	63710.0	-	0.442516972	-0.311940266468148	0.17402192567063499	-0.1292230028911184	0.1152709048925914	0.008637013046707276	0.06037261797948185
CAGL0A00583g	65286.0	67226.0	+	0.242767824	0.135661617984705	0.00275417850639008	0.5178885899929397	0.7843072232029062	0.526525603039647	0.6298883716026726
CAGL0A00605g	69203.0	67281.0	-	0.076762182	-0.10822860191905599	0.00409048179892795	0.0	-0.22423014640489702	0.030229545663474966	0.6266727526059934
CAGL0A00627g	69832.0	70485.0	+	0.197652357	0.290922888067438	0.389020714674519	0.04683918613791183	-0.14118194403271295	0.2471514502596196	0.8839029350771288
CAGL0A00649g	70937.0	71320.0	+		-0.19392839357022698	0.149015379829946	-0.09467495070428975	-0.3507956068201054	0.030229545663474966	0.6266727526059934
CAGL0A00671r	71735.0	71627.0	-				0.2614357410676355	0.2584460057822368	0.16343886226845816	1.5779249499812218
CAGL0A00715g	73333.0	73623.0	+		-0.6279509057387309	-0.0467916601145433	0.007972627427729691	0.2584460057822368	0.3982991785769949	0.4274212237346763
CAGL0A00737g	74767.0	76416.0	+		-0.349764811882547	-0.277978646205996	0.6368136157899075	0.6142245047446733	0.07939408146780808	1.1285842060614129
CAGL0A00759s	77251.0	77360.0	+				0.01959937575983528	-0.10995581994077169	-0.34182640096390965	-0.14235292341133066
CAGL0A00781g	77578.0	81366.0	+	-0.14247616800000001	-0.0919501222919615	-0.18033638180060801	0.01959937575983528	-0.10995581994077169	-0.2126033980727913	0.06558834162757689
CAGL0A00803g	84913.0	81425.0	-	0.13456959400000001	0.0182389400064797	-0.285092918765771	0.2571172345442818	0.2846892377318469	0.07308241808752186	0.8358806202388933
CAGL0A00825g	85331.0	86425.0	+	0.227456237	-0.052750499528539004	-0.0702159446707133	0.028568581616031416	0.27970634558951596	0.17606218902903023	0.8132314883942734
CAGL0A00847g	87540.0	86551.0	-	0.04872604	0.251971873981498	0.253891537337224	-0.1730724537436316	-0.37371691067482843	0.022921303854722908	0.07108309806148269
CAGL0A00869g	87841.0	90396.0	+		0.34666728808842706	-0.0683391939300501	0.03853436590069355	0.007640434618240985	-0.0468391861379118	-0.07454695336505403
CAGL0A00891g	92752.0	90494.0	-	-0.17212575	-0.16523283536197303	-0.22522063564249198	0.0	0.20031226412170788	0.43118626671637955	0.7905466343710503
CAGL0A00913g	92985.0	97265.0	+	0.088147116	0.00922923783460896	-0.20222994791364898	-0.06510979065979225	0.04982892142331054	0.30395642068219364	0.8146968973987719
CAGL0A00935g	98052.0	97372.0	-	0.401962261	-0.0664045466205935	0.0623194598964648	0.39364847924415247	0.6182108184585381	0.4693884398075843	0.7612131404128833
CAGL0A00957g	98272.0	99483.0	+	0.079767133	-0.136044443768049	0.00838984937389583	0.39364847924415247	0.6182108184585381	0.08105504551525178	0.918316202406292
CAGL0A00979g	100646.0	100410.0	-		0.128624086819641	0.288526692255747	0.9979071997041636	0.8464272785773	0.28435704492235825	0.6166713604484945
CAGL0A01001g	101642.0	102301.0	+	0.045791978	-0.9453647454314241	0.769606058961443	0.9979071997041636	0.8464272785773	0.28435704492235825	0.2867134023033044
CAGL0A01023g	102793.0	104028.0	+	-1.5117088980000002	-0.570126116306764	0.37958177627871903	0.42354583209813873	0.2840248521128695	0.7497591710160777	0.6037723504959145
CAGL0A01045g	106316.0	104865.0	-	-0.5045172720000001	-0.502742128835414	0.5471278544945349	0.3378400872500447	0.3650798976281211	0.6202039753154707	0.17382945589822832
CAGL0A01067g	106866.0	108791.0	+		-0.223901167105126	0.27297263545561196	0.240507594069845	0.17340464655312032	0.41889513276529644	0.9475325801058644
CAGL0A01089g	110616.0	109009.0	-	0.209640015	-0.859504632830025	0.0625374547971676	0.5026077207564579	0.23585689473700266	0.5371557729432865	0.7911345695992736
CAGL0A01111g	111480.0	111689.0	+		-0.665429726214797	0.291816526681375	0.5026077207564579	0.23585689473700266	0.5371557729432865	0.4489848312021816
CAGL0A01133g	112037.0	114442.0	+	0.5996546739999999	-0.480064162282936	-0.0306375727427023	0.5026077207564579	0.30262764944423876	0.5371557729432865	0.7911345695992736
CAGL0A01155g	114809.0	116638.0	+	0.245504902	-0.0678429819719298	0.237357098309783	-0.17373683936260906	0.09700030037071096	0.3328571951077138	0.5117135186905176
CAGL0A01177g	117020.0	119572.0	+	0.286427678	-0.305019052233878	0.489702249337509	0.739461193921927	0.706574105782542	0.4813473809491789	0.4871151773230114
CAGL0A01193g	119731.0	120042.0	+		-0.46850529679131897	0.423295942544123	0.12623326760571987	0.11062020555974932	0.5119091194221426	1.1319116755055811
CAGL0A01199g	121067.0	122908.0	+	-0.01599605	-0.412918025071967	-0.261863956465502	1.505165619793464	0.911869262046581	1.14606519273614	1.0138057995250305
CAGL0A01221g	125780.0	126661.0	+	0.51104559	-0.509521992694732	-0.438143622617958	0.2956516004449752	1.0148490329880893	0.1322127381765169	-0.09019780897157814
CAGL0A01243g	129101.0	127506.0	-	-0.295354251	-1.04111445823257	-0.549826012107121	0.4743713319499153	0.24814802868808591	0.8284888668649083	0.4886186316599514
CAGL0A01284g	131362.0	135567.0	+		-0.29033036140986307	0.26865514561792003	0.4341760020017783	0.23851443721291263	0.2611035482581468	0.5765009219729601
CAGL0A01325g	136262.0	137695.0	+		-0.48896559839135995	0.33807508069655	1.0497292779844065	0.9902667650859228	0.1657642119348794	0.6532685141120651
CAGL0A01366g	140305.0	144693.0	+		-0.12303831038831599	0.362141716854072	0.13586685908089308	0.030561738472963583	0.37703883876971567	0.3514723705013778
CAGL0A01408g	145388.0	146833.0	+		-0.531059523770241	0.319821011654422	0.7211905894000464	0.7334817233511295	0.06743514032621338	0.624133098001834
CAGL0A01430g	147313.0	149436.0	+	-0.557332408	0.28267446161723303	-0.0257855916755376	-0.12291133951083237	-0.12722984603418605	0.025911039140121467	1.0356239097307212
CAGL0A01452g	149750.0	152194.0	+	0.479649693	0.0329223905912074	-0.0686021001207628	0.27970634558951596	0.4551041489995686	0.09666810756122218	1.4988058569714418
CAGL0A01474g	153155.0	154933.0	+	0.301032194	-0.0103783238822846	-0.0594619203107919	0.8268279028174644	0.7421187363978367	0.7726804748708006	0.34034013200124263
CAGL0A01496r	155457.0	155554.0	+				0.36441551200914374	0.47536791037838155	0.203966385026084	1.4607295899717123
CAGL0A01540g	156342.0	155862.0	-	-0.100978036	0.27526058183593205	0.14796174094236403	0.3401654369164659	0.13586685908089308	0.6786699097854882	0.16868183459168035
CAGL0A01562g	157645.0	158112.0	+	-0.071317523	-0.16446590975543102	0.383145033621093	1.110852754930334	0.8945952359531668	0.6786699097854882	0.9798221180623696
CAGL0A01584g	158780.0	159037.0	+		0.268859109962553	0.282210395670422	0.8374580727211041	0.8756602458123088	1.3629870973322848	-0.10289990758429088
CAGL0A01606g	159914.0	159165.0	-		-0.809873186405169	-0.0274900436543577	1.0420888433661655	0.9979071997041636	0.4863302730915098	0.5794243171797262
CAGL0A01628g	161327.0	162601.0	+	-0.012623899	-0.564261167035921	-0.09389068227588801	1.0420888433661655	0.9979071997041636	0.3521243780580604	0.6404576133128598
CAGL0A01650g	163770.0	164126.0	+		-0.529283266486948	-0.5767387735849809	0.26741521163843274	0.39132312957773135	-0.001328771237954937	1.0688950812110678
CAGL0A01672g	166920.0	164836.0	-	-0.051068248	-0.17367625974647902	-0.148269736185965	0.10596950622690697	0.4992857926615706	0.04883234299484436	0.5761922910934242
CAGL0A01694g	169167.0	167242.0	-		0.0712575913206146	0.0882865260648609	-0.1647676335064131	-0.018270604521880413	0.2129355908822799	0.8645365827048812
CAGL0A01716g	169567.0	170202.0	+	-0.923731964	-0.773948965154052	0.501900553769366	-0.1647676335064131	-0.018270604521880413	0.18968209421806836	0.19930880822340669
CAGL0A01738g	170940.0	172349.0	+	-0.420423934	0.305328777118538	-0.255909027679002	0.0641132122313262	0.07341461089701079	0.2129355908822799	0.5182363869203431
CAGL0A01760g	174425.0	172608.0	-	-0.241605295	-0.265497005403473	-0.186222550304818	0.7321529521131748	0.6135601191256957	0.24881241430706352	1.1415026809632285
CAGL0A01782g	176724.0	175018.0	-	0.07492665400000001	6.23920230434166e-05	-0.314898220576034	0.6388067726468398	0.7726804748708006	0.4049430347667694	0.5604679388004076
CAGL0A01804g	181871.0	180180.0	-	0.090405816	0.0418278626241971	0.655307413408921	0.649769135359968	0.5092515769462327	0.3135900121573669	1.1672947453976406
CAGL0A01826g	185779.0	184013.0	-		-0.3664283315702371	0.36065311139274603	-0.26940836849536515	-0.07474338213496558	0.0873667088955375	0.10852445677816906
CAGL0A01848g	190704.0	187900.0	-	-0.10010537300000001	0.0342797290917109	-0.19542816557835396	-0.027572003187565027	0.055476199184618935	-0.06212005537439371	0.3073236819785906
CAGL0A01870g	193719.0	191335.0	-	0.22218058699999998	-0.406804052854391	-0.18440266596267899	0.18270604521880499	0.4700528254265618	0.27738099592309484	0.42560674098903095
CAGL0A01892g	194560.0	194826.0	+	0.43718580700000004	-0.613095487133239	-0.627506573056707	0.18270604521880499	0.4700528254265618	0.27738099592309484	0.6485276294986223
CAGL0A01914g	195146.0	206377.0	+	0.181266278	0.142839036399901	0.0909740530888351	0.18270604521880499	0.4700528254265618	0.27738099592309484	0.5797822616154761
CAGL0A01936r	206600.0	206530.0	-				0.22655549607131797	0.2939906363975315	0.22655549607131797	1.4545658634654814
CAGL0A01958g	206981.0	208201.0	+	0.911363927	0.35142237681558103	0.106825597825797	0.5089193841367439	0.16144570541152586	0.14649702898453268	1.6141088463806723
CAGL0A01980g	210338.0	208311.0	-	0.09506092199999999	-0.17104407170490898	-0.378410828492002	0.5693784754636939	0.2979769501113964	0.014284290808015798	0.11211036632153744
CAGL0A02002g	211087.0	210707.0	-		0.340476424948842	0.33142027052593204	0.2086170843589264	0.5261934102301583	0.10796266308383927	0.6480146712564578
CAGL0A02024g	213901.0	211829.0	-	-0.18585811	-0.163812594649384	-0.5436443227767971	0.5065940344703227	0.5614058480359643	0.4029498779098372	0.3608817292319384
CAGL0A02046g	215768.0	218098.0	+	-0.030225715	0.3740343795157321	0.6155618601433829	0.6072484557454099	0.3537853421055042	0.09666810756122218	0.6117294102839417
CAGL0A02068r	218415.0	218487.0	+				0.12988738851009582	0.3434873650113534	0.11228116960719293	1.2291339992155033
CAGL0A02090g	220676.0	218655.0	-	-0.143682581	0.134389356623864	0.16545851063501998	0.6105703838402973	0.4564329202375237	0.21858286864358834	0.40952049431127796
CAGL0A02112g	221288.0	222934.0	+	-0.366621388	0.19079352059316199	0.108085626844162	0.6105703838402973	0.4564329202375237	0.3385044728690223	0.6391182707680616
CAGL0A02134g	224395.0	223148.0	-	0.130864127	0.0380404147410937	-0.20699524127610397	-0.03919875151967081	-0.04384945085251324	0.08603793765758254	0.6374299206152918
CAGL0A02145g	225263.0	226444.0	+		-0.0455348231299283	0.614793348690288	-0.18968209421806845	-0.25645284892530446	0.08603793765758254	-0.11103131238874384
CAGL0A02167r	226691.0	226620.0	-				0.0797262742772967	0.26210012668661276	0.7952695859160345	2.628589433121414
CAGL0A02189g	228762.0	226945.0	-	0.047402367	0.3536611495624001	0.238276268881955	0.566720932987784	0.5155632403265187	0.25279872802092834	1.5114058937510753
CAGL0A02211g	231214.0	229556.0	-		-0.29769757010452597	-0.757806566717215	0.3185729042996981	0.28601800896980184	0.31956948272816416	0.04679421147894125
CAGL0A02233g	237469.0	235820.0	-	-0.8928724109999999	-0.41280511920871005	-0.60095984737328	0.21658971178665595	0.4268677601930262	0.25246653521143964	0.19122440324276854
CAGL0A02255g	244683.0	245501.0	+	0.28472523899999996			0.17107929688669912	-0.17240806812465417	0.02325349666421139	-0.12432813500220158
CAGL0A02277g	248522.0	249340.0	+	0.16728939			0.44812810000030506	0.5906388152709732	0.4205560968127401	0.5467431784906659
CAGL0A02299g	250851.0	251690.0	+	-0.405361554	0.401801754458192	-0.380623396376459	1.4496894206088449	1.1822742089704121	0.8886157653823694	1.1312445332782528
CAGL0A02321g	253862.0	252192.0	-	0.176059475	0.176651891685916	0.9709466017933559	0.3212304467756078	0.38667243024488906	0.34049762972595465	0.7713756249520375
CAGL0A02343g	254861.0	255127.0	+		-0.678429828927134	-0.0194260175802954	0.3212304467756078	0.38667243024488906	0.34049762972595465	0.7713756249520375
CAGL0A02365g	257581.0	256250.0	-	0.042071440999999994	-0.0268009262116284	0.182914726492053	0.6384745798373511	0.4667308973316744	0.4454705575243952	-0.1480986389891339
CAGL0A02387g	258667.0	259626.0	+	-0.440061811	-0.437821986566789	-0.0228090067704894	0.34415175063033077	0.29731256449241894	0.3086071200150359	-1.10455593104259
CAGL0A02409g	261421.0	260084.0	-	-0.159148643	-0.38109108327455604	0.133300970316146	0.7603893409197171	0.9244925888071528	0.3434873650113534	1.2741749634389945
CAGL0A02431g	263575.0	261812.0	-	0.21535898399999998	-0.658811544104046	0.395716993259811	0.24482610059319854	0.33518254477413495	0.4477959071908166	1.8798913338484184
CAGL0A02453r	263902.0	263974.0	+				0.26409328354354533	0.19067867264653468	0.06976048999263464	1.6686595807752975
CAGL0A02475g	265873.0	264152.0	-	-0.057322667	-0.700420032065067	0.3875116167906629	0.5338338448483991	0.7723482820613119	0.12457230355827603	0.9927684307689242
CAGL0A02486g	266055.0	268655.0	+	0.21166051	-0.11698895421145199	0.0284362361199906	0.5710394395111376	0.7723482820613119	0.2913330939216216	1.1118928800708971
CAGL0A02508g	269090.0	270040.0	+	-0.28164677899999996	-0.0713650059232384	0.302763878683732	0.10796266308383927	0.35876823424783527	-0.00697604899926342	0.9842326841416834
CAGL0A02530g	270481.0	271440.0	+	3.403955008	0.757805570697729	0.571669048060636	0.2537953064493946	0.7617181121576722	0.25578846330632704	0.7818198299504666
CAGL0A02552g	272874.0	271684.0	-	0.164761519	-0.259015495501286	0.19405250644473898	1.3314287804308549	1.0636813759829333	0.7773311742036428	0.4739311883324123
CAGL0A02574g	276915.0	278054.0	+		-0.29484898769982204	0.44056326779577704	0.5776832957009123	0.8477560498152548	0.6075806485548987	0.9529148639302588
CAGL0A02596g	278467.0	281085.0	+	0.081671791	0.22376631296553304	0.134602709060768	0.23419593068955896	0.04816795737586682	0.10596950622690697	1.6163266716304916
CAGL0A02618g	281463.0	281161.0	-		-0.867961375733345	0.348615636053405	0.11095239836923777	-0.04119190837660335	0.24349732935524357	0.8141334546886658
CAGL0A02629g	281637.0	283403.0	+	0.055376177	-0.23048324085268698	0.210267211239885	0.33352158072669125	0.20562734907352767	0.24349732935524357	0.6057210608879537
CAGL0A02651g	286783.0	283634.0	-	-0.556563705	-0.0952548277243888	-0.0104110881541411	0.5391489298002188	0.42753214581200355	0.6979370927358349	0.932885804141463
CAGL0A02673g	288148.0	287318.0	-	0.237028135	-0.101434337048983	0.44876341487421	0.2906687083026443	0.23486031630853663	0.1365312446998707	0.991386869695292
CAGL0A02695g	290448.0	288373.0	-	0.215773998	-0.606985342946588	0.258479069252088	0.02391788228318886	0.3348503519646462	0.17905192431442876	1.0161196653632771
CAGL0A02706g	290595.0	291704.0	+		-0.746612851149606	0.476364459754334	0.2807029240179822	0.240507594069845	0.15147992112686387	0.08988550351719511
CAGL0A02728g	291888.0	292160.0	+		-0.129817942627637	-0.22117668047006397	0.02391788228318886	0.3348503519646462	0.17905192431442876	0.5288194226836225
CAGL0A02750g	292470.0	293759.0	+	-0.359059429	-0.304432943526099	-0.0746548607434006	0.3086071200150359	0.20031226412170788	-0.013619905189038186	0.4881009614685672
CAGL0A02772g	295291.0	293966.0	-	0.25100128	-0.11463270068750302	0.339700129866622	-0.11560309770208022	-0.377703224388693	0.03953094432915966	0.7162070339994088
CAGL0A02794g	295534.0	296371.0	+	-0.18102975899999998	-0.19132041176527897	0.16283928012034	0.021260339807279136	-0.061455669755416255	0.03953094432915966	0.5589672921882118
CAGL0A02816g	296851.0	297783.0	+		-0.622133737022537	-0.153583715595793	-0.35179218524857175	-0.2106102412158587	0.06278444099337105	0.7162070339994088
CAGL0A02838g	300358.0	297872.0	-	0.15026467699999999	0.007389330888995079	0.0289097708877648	-0.2511377639734846	-0.07208583965905573	-0.02856858161603132	0.6717673282584287
CAGL0A02860g	301944.0	300736.0	-	2.107175736	0.11728951044450801	-0.18627676868633497	0.1863601661231809	0.08603793765758254	0.5168920115644736	0.4550039065964885
CAGL0A02882g	302262.0	302576.0	+	-0.22064399699999998	-0.0545693069053812	0.0857666361035375	0.293326250778554	0.18104508117136123	0.02557884633063259	0.6717673282584287
CAGL0A02904g	302938.0	304443.0	+	0.969601782	-0.044832181605335995	0.3860163725759221	0.1863601661231809	0.08603793765758254	0.5168920115644736	0.4550039065964885
CAGL0A02926g	305775.0	304789.0	-	-0.034235017	0.30236291588525105	-0.34778675958555294	1.482244315938741	1.6483407206831093	1.4257715383256562	0.5703157247567548
CAGL0A02948g	306353.0	306925.0	+	0.013839595	-0.0627164336956817	-0.00647003474223545	1.482244315938741	1.6483407206831093	1.4257715383256562	0.6426779985774437
CAGL0A02970g	308032.0	307103.0	-		-0.293255296517772	0.408014734618677	0.9168521541889122	0.555426377465167	0.6697007039292924	0.932885804141463
CAGL0A02981g	308323.0	308547.0	+				0.09234960103786868	0.48201176656815625	-0.12058598984441123	0.5708873155094334
CAGL0A02992g	310062.0	308689.0	-	0.011679556	-0.301689191768001	0.0669309008325131	0.49363851490026217	0.8108826479620053	0.554097606227212	0.32650082467718644
CAGL0A03014g	310323.0	311828.0	+		-0.21143702896854502	0.332155851899552	0.49363851490026217	0.37903199562664797	0.554097606227212	0.7959861079784067
CAGL0A03036g	312174.0	312479.0	+	-0.41805342100000004	-0.17166027430731698	-0.0853959582892898	0.9915955363238776	0.6966083214978799	0.2807029240179822	0.7605340653046107
CAGL0A03051g	313334.0	312728.0	-		-0.03995073289124099	0.3382912452986369	1.0281367453676384	0.7946052002970572	0.3883333942923326	0.9059565100848622
CAGL0A03058g	313662.0	316040.0	+	0.355930882	-0.33566039770822304	0.14126904580334698	1.134770637213523	0.8813075235736171	0.9706673893260874	0.9448584458075392
CAGL0A03080g	316806.0	316567.0	-		-0.0525664594163705	0.463167174806701	0.7726804748708006	0.6245224818388242	0.12291133951083233	1.757739887017568
CAGL0A03102g	317961.0	319910.0	+	-0.632652752	0.0271208877019857	0.0653901044976938	0.7726804748708006	0.6245224818388242	0.12291133951083233	1.757739887017568
CAGL0A03117g	320671.0	322666.0	+		0.102560345525265	0.0303955371296872	0.7368036514460169	0.8793143667166848	0.24781583587859712	0.6286329723781329
CAGL0A03146g	323377.0	323030.0	-		-0.565723148038058	-0.040962269648442004	1.0410922649376992	0.9251569744261305	0.2840248521128695	0.9941234336633308
CAGL0A03168g	324013.0	324342.0	+		-0.23900176778190602	0.8244684333770921	0.7069062985920307	0.6992658639737898	1.060359447888046	0.9936022288018492
CAGL0A03190g	325306.0	324581.0	-	-0.012858345	-0.35167735660353494	0.305746923831872	0.9540577488516505	1.3370760581921635	0.5072584200893002	0.8564091463711503
CAGL0A03212g	326594.0	325788.0	-	0.654159988	-0.269755987286534	0.282161819960123	0.6693685111198036	0.45443976338059117	-0.013287712379549411	0.4405725913859815
CAGL0A03234g	328577.0	331105.0	+	-0.19039911699999998	0.00652467814746281	0.279145974276655	0.17539780341005287	0.29232967235008805	0.17041491126772157	-0.06246408694665355
CAGL0A03256g	331579.0	333465.0	+	0.077928575	0.0763548222714696	0.0769711193778319	1.2573497839148666	0.8965883928100989	1.1261336241668156	1.3423921974470778
CAGL0A03278g	335069.0	333822.0	-	-0.173596947	0.19018325715851803	0.12221238567145301	0.3514599924390829	0.19067867264653468	0.12125037546338868	-0.15041684255309845
CAGL0A03300g	337676.0	336117.0	-		-0.5511891181060121	-0.49012342840076795	0.04418164366200182	0.27738099592309484	0.1478258002224876	0.09310940439148148
CAGL0A03322g	338516.0	339868.0	+	0.47973164799999996	-0.0374519556260253	-0.6624220881295151	0.04418164366200182	0.27738099592309484	0.1478258002224876	0.5734668618833269
CAGL0A03344g	340501.0	342378.0	+	-0.172323967	0.027366393653024	-0.208638157939306	0.3830183093405128	0.4750357175688928	0.3584360414383464	0.6507645591169023
CAGL0A03355r	342855.0	343420.0	+				0.30428861349168235	0.2939906363975315	0.3056173847296373	-0.1443899093351748
CAGL0A03366g	345759.0	343987.0	-	-0.691826901	-0.06736602188036099	0.0815483892392214	-0.15081553550788623	-0.10995581994077169	0.09965784284662087	1.5514099410101296
CAGL0A03388g	347362.0	346748.0	-	-0.410476529	0.00107055292591735	0.0908217954364261	-0.015613062045970532	0.25313092083041694	-0.06344882661234864	0.8237493603082728
CAGL0A03410g	348708.0	349451.0	+	-0.133383958	0.0823534239322228	-0.17596476037463799	-0.015613062045970532	0.25313092083041694	0.15878816293561598	0.8237493603082728
CAGL0A03432g	349884.0	353339.0	+	0.505391775	0.16453270864034	0.0556732537006469	-0.3102680840624797	-0.2876789730172455	-0.2551240776873494	0.4474589769712212
CAGL0A03454g	353884.0	355344.0	+	-0.289296488	0.231772588033489	-0.238802329757423	0.8281566740554195	0.66239246212054	0.38268611653102413	0.03683676818037155
CAGL0A03476g	357035.0	355620.0	-	-1.282922178	0.24189802818047304	-0.15751680639265697	-0.061455669755416255	-0.07573996056343192	-0.037537787472227156	1.0223678130284546
CAGL0A03498g	359678.0	357639.0	-		0.0617664367422978	-0.0394955111915656	-0.2325349666421154	-0.09567152913275612	0.06045909132694995	1.5092351745579111
CAGL0A03520r	360213.0	360141.0	-				-0.05215427108973157	0.009965784284662108	0.06045909132694995	1.5092351745579111
CAGL0A03542g	361030.0	360779.0	-		-0.0242791012402614	-0.201456221884465	0.34049762972595465	0.5351626160863541	0.03521243780580596	-0.14839183989267116
CAGL0A03564g	364813.0	361832.0	-	0.13656055	0.0731968946801728	-0.381431935375496	0.6035943348410338	0.8597149909568494	0.24814802868808591	-0.09515723304034007
CAGL0A03586g	365696.0	365127.0	-	1.6573630080000001	0.663314588910258	0.82052842443361	-0.1607813197925483	0.0883632873240037	0.08603793765758254	0.6335724449457778
CAGL0A03608g	366934.0	366290.0	-	0.25090919899999997	-0.0541322988597501	0.289164988910992	0.0	0.15446965641226243	0.17008271845823303	-0.24709286196477234
CAGL0A03630g	372592.0	369404.0	-	0.48709412	0.0458285448206323	-0.0886063370331952	0.1451682577465777	0.3255489532989614	0.22555891764285185	0.3785116232537297
CAGL0A03652g	375301.0	373100.0	-	1.095515907	0.355593327437772	0.46471898585041205	0.1481579930319765	0.5863203087476194	0.3301996526318039	0.9468886635404375
CAGL0A03674g	375610.0	376602.0	+	1.169259705	-0.10982075690033401	0.8410827170368941	-0.04916453580433298	0.29166528673111053	0.021260339807279136	0.7725895038969274
CAGL0A03696g	377255.0	378502.0	+	-0.028603112000000003	-0.12799512852642098	-0.19769016767967998	0.18702455174215865	0.5863203087476194	0.3301996526318039	0.4676055500829975
CAGL0A03718g	383832.0	378874.0	-	-0.49363739100000004	-0.0506796855658445	-0.06267564589366299	0.15679500607868355	-0.22489453202387452	-0.1873567445516472	0.3802720811181672
CAGL0A03740g	384820.0	387066.0	+	-0.254302256	-0.7207509904713741	0.307928713603974	0.15679500607868355	-0.22489453202387452	-0.1873567445516472	0.3802720811181672
CAGL0A03762r	387576.0	387505.0	-				0.3650798976281211	0.37670664596022685	0.01528086923648179	0.463400520840243
CAGL0A03784g	388401.0	387856.0	-	-0.270529845	0.0797248405549936	-0.17504320928819	0.3687340185324972	0.21858286864358834	0.12855861727214093	0.2356282484931421
CAGL0A03806g	388858.0	390270.0	+		0.330463269734109	-1.03091805049974	0.3687340185324972	0.37670664596022685	0.12855861727214093	0.463400520840243
CAGL0A03828g	390687.0	392117.0	+	0.169291251	0.28395723185013105	0.130588558361349	0.4830083449966226	0.08271600956269533	0.5687140898447165	-0.4683869238717776
